,Songs,Artist,id,external_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0,In Da Club,50 Cent,4RY96Asd9IefaL3X4LOLZ8,https://open.spotify.com/track/4RY96Asd9IefaL3X4LOLZ8,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,audio_features,spotify:track:4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8,193467,4
1,Apparently,J. Cole,1HNs07uZxZniPNmniw2GTa,https://open.spotify.com/track/1HNs07uZxZniPNmniw2GTa,0.8,0.543,5,-9.236,1,0.0911,0.564,0.0,0.116,0.534,133.98,audio_features,spotify:track:1HNs07uZxZniPNmniw2GTa,https://api.spotify.com/v1/tracks/1HNs07uZxZniPNmniw2GTa,https://api.spotify.com/v1/audio-analysis/1HNs07uZxZniPNmniw2GTa,293040,4
2,Mamacita (feat. Rich Homie Quan & Young Thug),Travis Scott,3SEd8nPd8MpGwk6ZZ8tk2j,https://open.spotify.com/track/3SEd8nPd8MpGwk6ZZ8tk2j,0.823,0.768,11,-6.21,1,0.0819,0.0146,1.03e-06,0.127,0.216,115.021,audio_features,spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j,https://api.spotify.com/v1/tracks/3SEd8nPd8MpGwk6ZZ8tk2j,https://api.spotify.com/v1/audio-analysis/3SEd8nPd8MpGwk6ZZ8tk2j,274320,4
3,A Tale of 2 Citiez,J. Cole,7lL3MvFWFFSD25pBz72Agj,https://open.spotify.com/track/7lL3MvFWFFSD25pBz72Agj,0.559,0.556,6,-7.844,1,0.531,0.553,0.0,0.251,0.362,189.861,audio_features,spotify:track:7lL3MvFWFFSD25pBz72Agj,https://api.spotify.com/v1/tracks/7lL3MvFWFFSD25pBz72Agj,https://api.spotify.com/v1/audio-analysis/7lL3MvFWFFSD25pBz72Agj,269787,4
4,G.O.M.D.,J. Cole,16qYlQ6koFxYVbiJbGHblz,https://open.spotify.com/track/16qYlQ6koFxYVbiJbGHblz,0.89,0.393,4,-10.821,0,0.267,0.331,8.81e-06,0.283,0.304,128.084,audio_features,spotify:track:16qYlQ6koFxYVbiJbGHblz,https://api.spotify.com/v1/tracks/16qYlQ6koFxYVbiJbGHblz,https://api.spotify.com/v1/audio-analysis/16qYlQ6koFxYVbiJbGHblz,301133,4
5,Wet Dreamz,J. Cole,6Ius4TC0L3cN74HT7ENE6e,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e,0.517,0.705,6,-8.205,0,0.364,0.0751,0.0,0.128,0.584,175.906,audio_features,spotify:track:6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/tracks/6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/audio-analysis/6Ius4TC0L3cN74HT7ENE6e,239320,4
6,No Role Modelz,J. Cole,62vpWI1CHwFy7tMIcSStl8,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,audio_features,spotify:track:62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/audio-analysis/62vpWI1CHwFy7tMIcSStl8,292987,4
7,Are U Having Any Fun? (feat. Meghan Tonjes),Hoodie Allen,6FbukFztGTLdIDNLUsnsoK,https://open.spotify.com/track/6FbukFztGTLdIDNLUsnsoK,0.791,0.521,2,-4.822,0,0.132,0.0716,0.0,0.143,0.574,95.993,audio_features,spotify:track:6FbukFztGTLdIDNLUsnsoK,https://api.spotify.com/v1/tracks/6FbukFztGTLdIDNLUsnsoK,https://api.spotify.com/v1/audio-analysis/6FbukFztGTLdIDNLUsnsoK,183053,4
8,Champagne and Pools (feat. Blackbear & Kyle),Hoodie Allen,7HytU9V8vMCUayply0lYBq,https://open.spotify.com/track/7HytU9V8vMCUayply0lYBq,0.61,0.641,9,-4.352,0,0.268,0.519,0.0,0.902,0.852,67.413,audio_features,spotify:track:7HytU9V8vMCUayply0lYBq,https://api.spotify.com/v1/tracks/7HytU9V8vMCUayply0lYBq,https://api.spotify.com/v1/audio-analysis/7HytU9V8vMCUayply0lYBq,214413,4
9,Surprise Party (feat. Blackbear),Hoodie Allen,5UiT4e4DHwZrcVIXojU5um,https://open.spotify.com/track/5UiT4e4DHwZrcVIXojU5um,0.671,0.699,6,-4.224,0,0.0647,0.00453,0.000277,0.173,0.379,72.946,audio_features,spotify:track:5UiT4e4DHwZrcVIXojU5um,https://api.spotify.com/v1/tracks/5UiT4e4DHwZrcVIXojU5um,https://api.spotify.com/v1/audio-analysis/5UiT4e4DHwZrcVIXojU5um,188040,4
10,No Faith in Brooklyn (feat. Jhameel),Hoodie Allen,4V8uu21mnpyg7BElNNJdPs,https://open.spotify.com/track/4V8uu21mnpyg7BElNNJdPs,0.695,0.807,9,-5.123,1,0.0346,0.0121,0.0,0.266,0.4,91.947,audio_features,spotify:track:4V8uu21mnpyg7BElNNJdPs,https://api.spotify.com/v1/tracks/4V8uu21mnpyg7BElNNJdPs,https://api.spotify.com/v1/audio-analysis/4V8uu21mnpyg7BElNNJdPs,201227,4
11,No Interruption,Hoodie Allen,2yJVeT8cP1zstJxRP7Nlv8,https://open.spotify.com/track/2yJVeT8cP1zstJxRP7Nlv8,0.497,0.706,1,-6.455,1,0.0667,0.227,0.0,0.224,0.55,103.0,audio_features,spotify:track:2yJVeT8cP1zstJxRP7Nlv8,https://api.spotify.com/v1/tracks/2yJVeT8cP1zstJxRP7Nlv8,https://api.spotify.com/v1/audio-analysis/2yJVeT8cP1zstJxRP7Nlv8,215241,4
12,Bartender (feat. Akon),T-Pain,5kxddRG1RZaZROadk7iC4D,https://open.spotify.com/track/5kxddRG1RZaZROadk7iC4D,0.675,0.394,8,-8.539,1,0.133,0.0611,0.0,0.214,0.405,104.987,audio_features,spotify:track:5kxddRG1RZaZROadk7iC4D,https://api.spotify.com/v1/tracks/5kxddRG1RZaZROadk7iC4D,https://api.spotify.com/v1/audio-analysis/5kxddRG1RZaZROadk7iC4D,238800,4
13,Good Lovin,Ludacris,60BVxPevV4Jr3Dj4M7Md0z,https://open.spotify.com/track/60BVxPevV4Jr3Dj4M7Md0z,0.585,0.754,0,-5.231,1,0.237,0.295,3.23e-06,0.109,0.598,82.822,audio_features,spotify:track:60BVxPevV4Jr3Dj4M7Md0z,https://api.spotify.com/v1/tracks/60BVxPevV4Jr3Dj4M7Md0z,https://api.spotify.com/v1/audio-analysis/60BVxPevV4Jr3Dj4M7Md0z,223440,4
14,"How Many Times (feat. Chris Brown, Lil Wayne & Big Sean)",DJ Khaled,6Dy6L7C0OJQnoz40AfaFZO,https://open.spotify.com/track/6Dy6L7C0OJQnoz40AfaFZO,0.797,0.694,10,-4.469,0,0.2,0.114,0.0,0.294,0.865,116.128,audio_features,spotify:track:6Dy6L7C0OJQnoz40AfaFZO,https://api.spotify.com/v1/tracks/6Dy6L7C0OJQnoz40AfaFZO,https://api.spotify.com/v1/audio-analysis/6Dy6L7C0OJQnoz40AfaFZO,265013,4
15,I'm On One,DJ Khaled,608a1wIsSd5KzMEqm1O7w3,https://open.spotify.com/track/608a1wIsSd5KzMEqm1O7w3,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,audio_features,spotify:track:608a1wIsSd5KzMEqm1O7w3,https://api.spotify.com/v1/tracks/608a1wIsSd5KzMEqm1O7w3,https://api.spotify.com/v1/audio-analysis/608a1wIsSd5KzMEqm1O7w3,296147,4
16,Sorry,Rick Ross,6adehXz8vMUmXWJhEIdE6e,https://open.spotify.com/track/6adehXz8vMUmXWJhEIdE6e,0.616,0.642,8,-7.274,0,0.0935,0.137,0.0,0.0958,0.686,82.75,audio_features,spotify:track:6adehXz8vMUmXWJhEIdE6e,https://api.spotify.com/v1/tracks/6adehXz8vMUmXWJhEIdE6e,https://api.spotify.com/v1/audio-analysis/6adehXz8vMUmXWJhEIdE6e,330507,4
17,Aston Martin Music,Rick Ross,5W7xC99N2Zzfh69r7I7zWK,https://open.spotify.com/track/5W7xC99N2Zzfh69r7I7zWK,0.57,0.58,1,-5.547,1,0.21,0.0124,0.0,0.0498,0.404,171.812,audio_features,spotify:track:5W7xC99N2Zzfh69r7I7zWK,https://api.spotify.com/v1/tracks/5W7xC99N2Zzfh69r7I7zWK,https://api.spotify.com/v1/audio-analysis/5W7xC99N2Zzfh69r7I7zWK,270627,4
18,Movin' Bass - GTA Remix,Rick Ross,7yzwszgJUDrllWnG9cQkxQ,https://open.spotify.com/track/7yzwszgJUDrllWnG9cQkxQ,0.698,0.911,11,-2.57,0,0.217,0.000757,0.000103,0.281,0.564,160.031,audio_features,spotify:track:7yzwszgJUDrllWnG9cQkxQ,https://api.spotify.com/v1/tracks/7yzwszgJUDrllWnG9cQkxQ,https://api.spotify.com/v1/audio-analysis/7yzwszgJUDrllWnG9cQkxQ,253773,4
19,D.O.P.E.,Rick Ross,2nIGf8RGZQ4TfjkYkxBtNf,https://open.spotify.com/track/2nIGf8RGZQ4TfjkYkxBtNf,0.823,0.596,2,-7.745,0,0.31,0.0103,8.26e-06,0.0799,0.83,133.89,audio_features,spotify:track:2nIGf8RGZQ4TfjkYkxBtNf,https://api.spotify.com/v1/tracks/2nIGf8RGZQ4TfjkYkxBtNf,https://api.spotify.com/v1/audio-analysis/2nIGf8RGZQ4TfjkYkxBtNf,284040,4
20,Bugatti,Ace Hood,0uFvvXbmGIXlf5ZgtHyYpf,https://open.spotify.com/track/0uFvvXbmGIXlf5ZgtHyYpf,0.6,0.592,1,-4.947,1,0.0545,0.0191,0.0,0.0955,0.0663,130.205,audio_features,spotify:track:0uFvvXbmGIXlf5ZgtHyYpf,https://api.spotify.com/v1/tracks/0uFvvXbmGIXlf5ZgtHyYpf,https://api.spotify.com/v1/audio-analysis/0uFvvXbmGIXlf5ZgtHyYpf,269267,4
21,Beautiful,Eminem,7DDxxhExUBH53SFJqXDz4i,https://open.spotify.com/track/7DDxxhExUBH53SFJqXDz4i,0.727,0.696,5,-4.472,0,0.0706,0.251,0.0,0.0726,0.467,132.077,audio_features,spotify:track:7DDxxhExUBH53SFJqXDz4i,https://api.spotify.com/v1/tracks/7DDxxhExUBH53SFJqXDz4i,https://api.spotify.com/v1/audio-analysis/7DDxxhExUBH53SFJqXDz4i,392827,4
22,Tuscan Leather,Drake,4IJ7ZoJ8z8cAIbqYShF3ZZ,https://open.spotify.com/track/4IJ7ZoJ8z8cAIbqYShF3ZZ,0.597,0.679,6,-5.401,1,0.39,0.115,0.0,0.231,0.3,79.95,audio_features,spotify:track:4IJ7ZoJ8z8cAIbqYShF3ZZ,https://api.spotify.com/v1/tracks/4IJ7ZoJ8z8cAIbqYShF3ZZ,https://api.spotify.com/v1/audio-analysis/4IJ7ZoJ8z8cAIbqYShF3ZZ,366400,4
23,Furthest Thing,Drake,6cT5orvyKqwghJp6KB9vG0,https://open.spotify.com/track/6cT5orvyKqwghJp6KB9vG0,0.484,0.78,9,-5.264,0,0.135,0.147,0.0,0.057,0.271,137.101,audio_features,spotify:track:6cT5orvyKqwghJp6KB9vG0,https://api.spotify.com/v1/tracks/6cT5orvyKqwghJp6KB9vG0,https://api.spotify.com/v1/audio-analysis/6cT5orvyKqwghJp6KB9vG0,267373,4
24,Started From the Bottom,Drake,6V2D8Lls36APk0THDjBDfE,https://open.spotify.com/track/6V2D8Lls36APk0THDjBDfE,0.794,0.522,8,-7.829,1,0.159,0.0328,0.0,0.156,0.567,86.318,audio_features,spotify:track:6V2D8Lls36APk0THDjBDfE,https://api.spotify.com/v1/tracks/6V2D8Lls36APk0THDjBDfE,https://api.spotify.com/v1/audio-analysis/6V2D8Lls36APk0THDjBDfE,174133,4
25,Wu-Tang Forever,Drake,6KziiQUOoCmC7Kc7Rv4jar,https://open.spotify.com/track/6KziiQUOoCmC7Kc7Rv4jar,0.832,0.427,8,-8.516,0,0.257,0.0474,0.0,0.101,0.369,99.935,audio_features,spotify:track:6KziiQUOoCmC7Kc7Rv4jar,https://api.spotify.com/v1/tracks/6KziiQUOoCmC7Kc7Rv4jar,https://api.spotify.com/v1/audio-analysis/6KziiQUOoCmC7Kc7Rv4jar,217680,4
26,Own It,Drake,3ptQ2qKjiGOIW1USCFXVtT,https://open.spotify.com/track/3ptQ2qKjiGOIW1USCFXVtT,0.654,0.342,8,-11.305,0,0.101,0.0487,3.37e-05,0.313,0.294,103.064,audio_features,spotify:track:3ptQ2qKjiGOIW1USCFXVtT,https://api.spotify.com/v1/tracks/3ptQ2qKjiGOIW1USCFXVtT,https://api.spotify.com/v1/audio-analysis/3ptQ2qKjiGOIW1USCFXVtT,251973,4
27,Worst Behavior,Drake,6oF3Es1YzzmLKjGBfThUvD,https://open.spotify.com/track/6oF3Es1YzzmLKjGBfThUvD,0.779,0.799,9,-6.359,1,0.15,0.158,0.0,0.209,0.414,109.944,audio_features,spotify:track:6oF3Es1YzzmLKjGBfThUvD,https://api.spotify.com/v1/tracks/6oF3Es1YzzmLKjGBfThUvD,https://api.spotify.com/v1/audio-analysis/6oF3Es1YzzmLKjGBfThUvD,270187,4
28,From Time,Drake,10VBBaul4zVD0reteuIHM2,https://open.spotify.com/track/10VBBaul4zVD0reteuIHM2,0.738,0.491,1,-9.726,0,0.413,0.626,0.0,0.126,0.448,94.378,audio_features,spotify:track:10VBBaul4zVD0reteuIHM2,https://api.spotify.com/v1/tracks/10VBBaul4zVD0reteuIHM2,https://api.spotify.com/v1/audio-analysis/10VBBaul4zVD0reteuIHM2,322160,4
29,Connect,Drake,2cx10hB95ygrUp2RsZW7Oh,https://open.spotify.com/track/2cx10hB95ygrUp2RsZW7Oh,0.683,0.488,6,-9.473,0,0.135,0.408,0.0,0.132,0.469,75.039,audio_features,spotify:track:2cx10hB95ygrUp2RsZW7Oh,https://api.spotify.com/v1/tracks/2cx10hB95ygrUp2RsZW7Oh,https://api.spotify.com/v1/audio-analysis/2cx10hB95ygrUp2RsZW7Oh,296413,4
30,305 To My City,Drake,1y9g5UW31xBqvOi10tcXGX,https://open.spotify.com/track/1y9g5UW31xBqvOi10tcXGX,0.419,0.494,4,-8.782,0,0.345,0.0567,0.0,0.144,0.134,67.622,audio_features,spotify:track:1y9g5UW31xBqvOi10tcXGX,https://api.spotify.com/v1/tracks/1y9g5UW31xBqvOi10tcXGX,https://api.spotify.com/v1/audio-analysis/1y9g5UW31xBqvOi10tcXGX,255853,5
31,All Me,Drake,4kNvYhyl8R6m1vykVkcuBu,https://open.spotify.com/track/4kNvYhyl8R6m1vykVkcuBu,0.67,0.515,1,-6.977,1,0.397,0.0705,0.0,0.25,0.422,122.006,audio_features,spotify:track:4kNvYhyl8R6m1vykVkcuBu,https://api.spotify.com/v1/tracks/4kNvYhyl8R6m1vykVkcuBu,https://api.spotify.com/v1/audio-analysis/4kNvYhyl8R6m1vykVkcuBu,270867,4
32,Legend,Drake,1ID1QFSNNxi0hiZCNcwjUC,https://open.spotify.com/track/1ID1QFSNNxi0hiZCNcwjUC,0.714,0.563,1,-7.574,1,0.0723,0.0266,0.0,0.0776,0.31,100.091,audio_features,spotify:track:1ID1QFSNNxi0hiZCNcwjUC,https://api.spotify.com/v1/tracks/1ID1QFSNNxi0hiZCNcwjUC,https://api.spotify.com/v1/audio-analysis/1ID1QFSNNxi0hiZCNcwjUC,241853,4
33,Energy,Drake,79XrkTOfV1AqySNjVlygpW,https://open.spotify.com/track/79XrkTOfV1AqySNjVlygpW,0.747,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.104,audio_features,spotify:track:79XrkTOfV1AqySNjVlygpW,https://api.spotify.com/v1/tracks/79XrkTOfV1AqySNjVlygpW,https://api.spotify.com/v1/audio-analysis/79XrkTOfV1AqySNjVlygpW,181933,4
34,10 Bands,Drake,12d5QFwzh60IIHlsSnAvps,https://open.spotify.com/track/12d5QFwzh60IIHlsSnAvps,0.825,0.756,11,-3.687,0,0.383,0.265,2.15e-06,0.0762,0.888,172.938,audio_features,spotify:track:12d5QFwzh60IIHlsSnAvps,https://api.spotify.com/v1/tracks/12d5QFwzh60IIHlsSnAvps,https://api.spotify.com/v1/audio-analysis/12d5QFwzh60IIHlsSnAvps,177733,4
35,Know Yourself,Drake,5InOp6q2vvx0fShv3bzFLZ,https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ,0.72,0.412,11,-8.687,0,0.223,0.196,0.0,0.342,0.179,114.408,audio_features,spotify:track:5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/tracks/5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/audio-analysis/5InOp6q2vvx0fShv3bzFLZ,275840,4
36,Madonna,Drake,4v7SAP4KD96BFLWiCd1vF0,https://open.spotify.com/track/4v7SAP4KD96BFLWiCd1vF0,0.905,0.492,2,-8.598,1,0.0595,0.0149,3.77e-05,0.371,0.142,110.017,audio_features,spotify:track:4v7SAP4KD96BFLWiCd1vF0,https://api.spotify.com/v1/tracks/4v7SAP4KD96BFLWiCd1vF0,https://api.spotify.com/v1/audio-analysis/4v7SAP4KD96BFLWiCd1vF0,177840,4
37,6 God,Drake,3a8tAZFJxlmBwOtrf5L1oC,https://open.spotify.com/track/3a8tAZFJxlmBwOtrf5L1oC,0.868,0.623,2,-8.595,1,0.101,0.0249,0.0,0.125,0.498,105.446,audio_features,spotify:track:3a8tAZFJxlmBwOtrf5L1oC,https://api.spotify.com/v1/tracks/3a8tAZFJxlmBwOtrf5L1oC,https://api.spotify.com/v1/audio-analysis/3a8tAZFJxlmBwOtrf5L1oC,180667,4
38,Star67,Drake,2mmUoyPxzbxehpfm1TpTRK,https://open.spotify.com/track/2mmUoyPxzbxehpfm1TpTRK,0.521,0.392,3,-7.88,1,0.17,0.747,8.81e-06,0.198,0.166,91.939,audio_features,spotify:track:2mmUoyPxzbxehpfm1TpTRK,https://api.spotify.com/v1/tracks/2mmUoyPxzbxehpfm1TpTRK,https://api.spotify.com/v1/audio-analysis/2mmUoyPxzbxehpfm1TpTRK,294973,4
39,Used To,Drake,63p3Slj0shAFP0Q7dQetj5,https://open.spotify.com/track/63p3Slj0shAFP0Q7dQetj5,0.926,0.427,10,-7.584,0,0.105,0.0703,0.000337,0.0818,0.304,96.025,audio_features,spotify:track:63p3Slj0shAFP0Q7dQetj5,https://api.spotify.com/v1/tracks/63p3Slj0shAFP0Q7dQetj5,https://api.spotify.com/v1/audio-analysis/63p3Slj0shAFP0Q7dQetj5,268480,4
40,6 Man,Drake,4kdfjhj9xNkYU0R8xlDy8k,https://open.spotify.com/track/4kdfjhj9xNkYU0R8xlDy8k,0.568,0.535,4,-9.306,1,0.513,0.217,0.0,0.114,0.326,83.589,audio_features,spotify:track:4kdfjhj9xNkYU0R8xlDy8k,https://api.spotify.com/v1/tracks/4kdfjhj9xNkYU0R8xlDy8k,https://api.spotify.com/v1/audio-analysis/4kdfjhj9xNkYU0R8xlDy8k,167653,4
41,Now & Forever,Drake,4zLOwx1yRJXWkHKt1XzF1p,https://open.spotify.com/track/4zLOwx1yRJXWkHKt1XzF1p,0.555,0.481,6,-7.419,1,0.0322,0.124,0.0,0.101,0.098,107.793,audio_features,spotify:track:4zLOwx1yRJXWkHKt1XzF1p,https://api.spotify.com/v1/tracks/4zLOwx1yRJXWkHKt1XzF1p,https://api.spotify.com/v1/audio-analysis/4zLOwx1yRJXWkHKt1XzF1p,281320,4
42,Company,Drake,6ImxYXeLDQPIv4qo7bMhSk,https://open.spotify.com/track/6ImxYXeLDQPIv4qo7bMhSk,0.651,0.55,7,-8.215,1,0.0496,0.0403,0.0,0.165,0.119,107.567,audio_features,spotify:track:6ImxYXeLDQPIv4qo7bMhSk,https://api.spotify.com/v1/tracks/6ImxYXeLDQPIv4qo7bMhSk,https://api.spotify.com/v1/audio-analysis/6ImxYXeLDQPIv4qo7bMhSk,252640,4
43,You & The 6,Drake,2YaDRtIlQiZ5WDDB2YuEOC,https://open.spotify.com/track/2YaDRtIlQiZ5WDDB2YuEOC,0.545,0.476,7,-7.444,0,0.284,0.168,0.0,0.13,0.223,154.362,audio_features,spotify:track:2YaDRtIlQiZ5WDDB2YuEOC,https://api.spotify.com/v1/tracks/2YaDRtIlQiZ5WDDB2YuEOC,https://api.spotify.com/v1/audio-analysis/2YaDRtIlQiZ5WDDB2YuEOC,264907,4
44,Jungle,Drake,7JXZq0JgG2zTrSOAgY8VMC,https://open.spotify.com/track/7JXZq0JgG2zTrSOAgY8VMC,0.697,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947,audio_features,spotify:track:7JXZq0JgG2zTrSOAgY8VMC,https://api.spotify.com/v1/tracks/7JXZq0JgG2zTrSOAgY8VMC,https://api.spotify.com/v1/audio-analysis/7JXZq0JgG2zTrSOAgY8VMC,320400,4
45,Digital Dash,Drake,0GR7iJLhj80KD5LkA14ZRn,https://open.spotify.com/track/0GR7iJLhj80KD5LkA14ZRn,0.881,0.546,2,-7.566,1,0.12,0.00296,4.72e-06,0.226,0.276,140.032,audio_features,spotify:track:0GR7iJLhj80KD5LkA14ZRn,https://api.spotify.com/v1/tracks/0GR7iJLhj80KD5LkA14ZRn,https://api.spotify.com/v1/audio-analysis/0GR7iJLhj80KD5LkA14ZRn,231231,4
46,Big Rings,Drake,7jslhIiELQkgW9IHeYNOWE,https://open.spotify.com/track/7jslhIiELQkgW9IHeYNOWE,0.776,0.675,8,-6.224,0,0.266,0.00196,0.0,0.227,0.27,131.984,audio_features,spotify:track:7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/tracks/7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/audio-analysis/7jslhIiELQkgW9IHeYNOWE,217707,4
47,Live From The Gutter,Drake,2uTG00P1DkhB97pdITkl2O,https://open.spotify.com/track/2uTG00P1DkhB97pdITkl2O,0.824,0.49,7,-8.391,1,0.429,0.0369,1.24e-06,0.0807,0.307,165.948,audio_features,spotify:track:2uTG00P1DkhB97pdITkl2O,https://api.spotify.com/v1/tracks/2uTG00P1DkhB97pdITkl2O,https://api.spotify.com/v1/audio-analysis/2uTG00P1DkhB97pdITkl2O,211643,4
48,Diamonds Dancing,Drake,2AGottAzfC8bHzF7kEJ3Wa,https://open.spotify.com/track/2AGottAzfC8bHzF7kEJ3Wa,0.51,0.358,1,-10.847,1,0.0467,0.125,3.74e-05,0.111,0.171,136.036,audio_features,spotify:track:2AGottAzfC8bHzF7kEJ3Wa,https://api.spotify.com/v1/tracks/2AGottAzfC8bHzF7kEJ3Wa,https://api.spotify.com/v1/audio-analysis/2AGottAzfC8bHzF7kEJ3Wa,314632,4
49,Scholarships,Drake,0B5OTb36fzLayn6XQHg5A1,https://open.spotify.com/track/0B5OTb36fzLayn6XQHg5A1,0.739,0.416,0,-9.319,0,0.285,0.0966,1.27e-05,0.1,0.259,109.168,audio_features,spotify:track:0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/tracks/0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/audio-analysis/0B5OTb36fzLayn6XQHg5A1,209288,4
50,Plastic Bag,Drake,76kyKtPLsFbQkdQ86QrkF4,https://open.spotify.com/track/76kyKtPLsFbQkdQ86QrkF4,0.845,0.479,1,-6.065,1,0.298,0.0104,1.79e-06,0.157,0.35,170.919,audio_features,spotify:track:76kyKtPLsFbQkdQ86QrkF4,https://api.spotify.com/v1/tracks/76kyKtPLsFbQkdQ86QrkF4,https://api.spotify.com/v1/audio-analysis/76kyKtPLsFbQkdQ86QrkF4,202085,3
51,I'm The Plug,Drake,6bqtKURdSWkInAJHDkuaL0,https://open.spotify.com/track/6bqtKURdSWkInAJHDkuaL0,0.828,0.55,5,-9.158,1,0.255,0.000379,0.0016,0.134,0.254,160.016,audio_features,spotify:track:6bqtKURdSWkInAJHDkuaL0,https://api.spotify.com/v1/tracks/6bqtKURdSWkInAJHDkuaL0,https://api.spotify.com/v1/audio-analysis/6bqtKURdSWkInAJHDkuaL0,180000,4
52,Change Locations,Drake,4gowy3WT6D1yhMLgRBlf9C,https://open.spotify.com/track/4gowy3WT6D1yhMLgRBlf9C,0.787,0.329,0,-9.991,1,0.391,0.0207,2.95e-06,0.118,0.209,137.85,audio_features,spotify:track:4gowy3WT6D1yhMLgRBlf9C,https://api.spotify.com/v1/tracks/4gowy3WT6D1yhMLgRBlf9C,https://api.spotify.com/v1/audio-analysis/4gowy3WT6D1yhMLgRBlf9C,220862,4
53,Jumpman,Drake,27GmP9AWRs744SzKcpJsTZ,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,audio_features,spotify:track:27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,205879,4
54,Jersey,Future,2ACys0pX0SjmpQmQWzp7wt,https://open.spotify.com/track/2ACys0pX0SjmpQmQWzp7wt,0.758,0.526,5,-10.81,0,0.255,0.513,0.000457,0.0913,0.312,146.054,audio_features,spotify:track:2ACys0pX0SjmpQmQWzp7wt,https://api.spotify.com/v1/tracks/2ACys0pX0SjmpQmQWzp7wt,https://api.spotify.com/v1/audio-analysis/2ACys0pX0SjmpQmQWzp7wt,188703,4
55,30 for 30 Freestyle,Drake,1DmnEYXa4WfbdhAPwNzgD8,https://open.spotify.com/track/1DmnEYXa4WfbdhAPwNzgD8,0.744,0.619,4,-9.143,0,0.398,0.671,0.0,0.123,0.317,89.252,audio_features,spotify:track:1DmnEYXa4WfbdhAPwNzgD8,https://api.spotify.com/v1/tracks/1DmnEYXa4WfbdhAPwNzgD8,https://api.spotify.com/v1/audio-analysis/1DmnEYXa4WfbdhAPwNzgD8,253935,4
56,One Man Can Change The World,Big Sean,731Pa6Gt7GAdADATMSEL0N,https://open.spotify.com/track/731Pa6Gt7GAdADATMSEL0N,0.67,0.58,8,-6.586,0,0.144,0.777,0.0,0.11,0.309,157.997,audio_features,spotify:track:731Pa6Gt7GAdADATMSEL0N,https://api.spotify.com/v1/tracks/731Pa6Gt7GAdADATMSEL0N,https://api.spotify.com/v1/audio-analysis/731Pa6Gt7GAdADATMSEL0N,254627,4
57,Clique,Kanye West,3rbNV2GI8Vtd8byhUtXZID,https://open.spotify.com/track/3rbNV2GI8Vtd8byhUtXZID,0.704,0.569,7,-4.998,0,0.247,0.0488,0.0,0.191,0.313,109.314,audio_features,spotify:track:3rbNV2GI8Vtd8byhUtXZID,https://api.spotify.com/v1/tracks/3rbNV2GI8Vtd8byhUtXZID,https://api.spotify.com/v1/audio-analysis/3rbNV2GI8Vtd8byhUtXZID,293533,5
58,Don't Let Me Go (feat. SAYGRACE),G-Eazy,3DJzymVeQfMiPRgNSPUavd,https://open.spotify.com/track/3DJzymVeQfMiPRgNSPUavd,0.324,0.65,7,-7.856,1,0.312,0.096,5.81e-05,0.599,0.43,201.411,audio_features,spotify:track:3DJzymVeQfMiPRgNSPUavd,https://api.spotify.com/v1/tracks/3DJzymVeQfMiPRgNSPUavd,https://api.spotify.com/v1/audio-analysis/3DJzymVeQfMiPRgNSPUavd,191413,4
